BN,FPE,Form ID,200,210,220,230,240,250,260
853516946RR0001,2021-12-31,25,77837,N,N,,Y,Y,N
107976243RR0001,2021-12-31,25,12508,Y,N,,N,N,N
107790313RR0001,2021-12-31,25,4430,Y,N,,N,Y,N
780489530RR0001,2021-12-31,25,19874,Y,N,,N,N,Y
107868499RR0001,2021-12-31,25,53500,N,N,,N,Y,N
807839220RR0001,2021-12-31,25,115000,Y,N,,N,N,N
730740339RR0001,2021-12-31,25,859490,Y,N,,N,N,N
118915479RR0001,2021-12-31,25,1500,Y,N,,N,N,N
865319891RR0001,2021-12-31,25,30417,Y,N,,N,Y,N
135250298RR0001,2021-12-31,25,62657,Y,N,,N,N,N
813466141RR0001,2021-12-31,25,2500,Y,N,,N,N,N
818511875RR0001,2021-12-31,25,70408,Y,N,,N,N,N
881739924RR0001,2021-12-31,25,,Y,N,,N,Y,Y
119094175RR0001,2021-12-31,25,129712,N,N,,N,N,N
108114026RR0001,2021-12-31,25,,N,N,,Y,Y,N
119204774RR0001,2021-12-31,25,30725,Y,N,,N,N,N
815534193RR0001,2021-12-31,25,21710,Y,N,,N,N,N
777987884RR0001,2021-12-31,25,476724,Y,N,,N,N,Y
863842761RR0001,2021-12-31,25,22500,Y,N,,N,N,N
840517486RR0001,2021-12-31,25,34298,Y,N,,N,Y,N
872904800RR0001,2021-12-31,25,,N,N,,N,N,Y
893205963RR0001,2021-12-31,23,,N,N,,N,N,N
118836238RR0001,2021-12-31,25,23341,Y,Y,48026,N,N,N
118777309RR0001,2021-12-31,25,1392638,Y,N,,Y,Y,N
887662799RR0001,2021-12-31,25,4225,Y,N,,,,
866156987RR0001,2021-12-31,25,176164,Y,N,,N,N,N
804153336RR0001,2021-12-31,25,210042,N,N,,N,N,N
832594139RR0001,2021-12-31,25,73357,Y,N,,N,Y,N
894945633RR0027,2021-12-31,23,,N,N,,Y,Y,N
833764483RR0001,2021-12-31,23,10565,N,N,,N,Y,N
829322767RR0001,2021-12-31,25,5766,Y,N,,N,N,N
896014487RR0001,2021-12-31,25,8625,Y,N,,N,N,N
875808511RR0001,2021-12-31,25,,Y,N,,N,N,N
107840381RR0001,2021-12-31,25,480692,Y,N,,N,N,N
854964160RR0001,2021-12-31,25,39379,N,N,,N,Y,N
855926036RR0001,2021-12-31,25,69352,N,N,,N,Y,N
106718661RR0001,2021-12-31,25,1331402,Y,N,,Y,Y,N
107610180RR0001,2021-12-31,25,4310,Y,N,,N,N,N
823721824RR0001,2021-12-31,25,,N,N,,N,Y,N
717032924RR0001,2021-12-31,25,24762,Y,N,,N,N,N
849820295RR0001,2021-12-31,25,6073,N,N,,N,Y,N
119030567RR0001,2021-12-31,25,,,N,,Y,Y,N
886270396RR0001,2021-12-31,25,4920,Y,N,,N,N,N
887346682RR0001,2021-12-31,25,977,N,N,,N,N,N
825673437RR0001,2021-12-31,25,,N,N,,N,Y,N
129892659RR0001,2021-12-31,25,873125,Y,N,,N,N,N
118825686RR0001,2021-12-31,25,2000,Y,N,,N,Y,N
118988492RR0001,2021-12-31,25,7900,Y,N,,N,N,N
888989795RR0001,2021-12-31,25,7000,N,N,,N,N,N
874628522RR0001,2021-12-31,25,198359,Y,N,,N,Y,Y
841335870RR0001,2021-12-31,25,7570,Y,N,,N,Y,N
118918853RR0001,2021-12-31,25,11150,Y,N,,N,Y,N
857142582RR0001,2021-12-31,25,17428,Y,N,,N,N,N
769015298RR0001,2021-12-31,25,16653,N,N,,N,Y,N
107480626RR0001,2021-12-31,25,821772,Y,N,,N,N,Y
122550544RR0001,2021-12-31,25,,N,N,,N,N,N
140777079RR0001,2021-12-31,25,31668,Y,N,,N,Y,Y
830943262RR0001,2021-12-31,25,68943,Y,N,,N,N,N
849471438RR0001,2021-12-31,25,184869,Y,N,,N,Y,N
859919987RR0001,2021-12-31,25,144550,Y,N,,N,Y,N
863270989RR0001,2021-10-31,25,5000,Y,N,,N,Y,Y
805686144RR0001,2021-12-31,25,2284703,Y,Y,1626379,Y,N,N
891258790RR0001,2021-12-31,25,57000,Y,N,,N,N,N
852284645RR0001,2021-12-31,25,120758,Y,N,,N,Y,N
845026723RR0001,2021-12-31,25,183992,Y,N,,N,Y,Y
865967517RR0001,2021-12-31,25,69860,Y,N,,N,Y,N
802374546RR0001,2021-12-31,25,250000,Y,N,,N,N,N
808824940RR0001,2021-12-31,25,,N,N,,N,N,N
829532985RR0001,2021-12-31,25,,N,N,,N,N,N
141189902RR0001,2021-12-31,25,2500,Y,N,,N,N,N
894310028RR0001,2021-12-31,25,8000,Y,N,,N,N,N
892570938RR0001,2021-12-31,24,47814,N,N,,N,Y,N
777260514RR0001,2021-12-31,25,3956,Y,N,,N,N,N
118856079RR0001,2021-12-31,25,0,N,N,,N,N,N
815094115RR0001,2021-12-31,23,3053,Y,N,,N,Y,N
130106396RR0001,2021-12-31,24,11777,Y,N,,N,N,N
108050162RR0001,2021-12-31,25,11720,N,N,,N,N,N
131935157RR0001,2021-12-31,25,4000,N,N,,N,N,N
861028298RR0001,2021-12-31,25,338661,Y,N,,Y,Y,N
783632292RR0001,2021-12-31,25,138725,Y,N,,N,N,N
850612417RR0001,2021-12-31,25,511451,Y,N,,N,N,N
856725825RR0001,2021-12-31,25,28585,Y,N,,N,N,N
888863198RR0001,2021-12-31,25,1015,Y,N,,N,N,N
842142085RR0001,2021-12-31,25,22470,Y,N,,N,N,N
810954743RR0001,2021-12-31,25,867366,Y,N,,N,N,N
827149147RR0001,2021-12-31,25,3500,Y,,,,,
803339142RR0001,2021-12-31,25,2181729,Y,N,,N,Y,N
816217244RR0001,2021-12-31,25,131318,N,N,,Y,Y,N
835857202RR0001,2021-12-31,25,800,N,N,,N,N,N
125345744RR0001,2021-12-31,25,505000,Y,N,,N,Y,N
816109417RR0001,2021-12-31,25,500000,Y,N,,N,N,N
805952611RR0001,2021-12-31,25,13915,Y,N,,N,N,N
744690728RR0001,2021-12-31,25,73520,Y,N,,N,,
881145817RR0001,2021-12-31,25,4865,N,N,,N,N,N
893222760RR0001,2021-12-31,25,1336,N,N,,N,N,N
898621800RR0001,2021-12-31,25,10026,N,N,,N,Y,N
824454607RR0001,2021-12-31,25,42489,Y,N,,N,Y,N
107354888RR0001,2021-12-31,25,3911,N,N,,N,N,N
891323941RR0001,2021-12-31,25,19065,Y,N,,N,N,N
107508673RR0001,2021-12-31,25,,N,N,,Y,Y,N
119213890RR0001,2021-12-31,25,162838,N,N,,Y,Y,N
118832500RR0001,2021-12-31,25,,Y,N,,N,N,N
891260010RR0001,2021-12-31,25,,Y,N,,N,N,N
739285716RR0001,2021-12-31,25,20635,Y,N,,N,N,N
836126060RR0001,2021-12-31,25,,N,N,,N,Y,N
890960586RR0001,2021-12-31,25,,Y,N,,N,N,N
118980861RR0001,2021-12-31,25,357945,Y,N,,N,N,N
862795051RR0001,2021-12-31,25,122872,Y,N,,Y,Y,N
833556830RR0001,2021-12-31,25,89558,Y,N,,Y,Y,Y
817719891RR0001,2021-12-31,25,527591,Y,N,,Y,Y,N
777812736RR0002,2021-12-31,25,,N,N,,Y,N,N
887600195RR0001,2021-12-31,25,1500,N,N,,N,N,N
108222290RR0001,2021-12-31,25,18645,Y,N,,N,N,N
108221839RR0001,2021-12-31,25,105000,Y,N,,N,N,N
854436664RR0001,2021-12-31,25,2055,Y,Y,,,,
828454538RR0001,2021-12-31,25,1007295,Y,N,,Y,Y,N
849016340RR0001,2021-12-31,25,,N,N,,N,Y,N
106908197RR0001,2021-12-31,25,28421,Y,N,,N,N,N
895034189RR0001,2021-12-31,25,65037,Y,N,,N,N,N
107406787RR0001,2021-12-31,25,644503,Y,N,,N,N,N
844442103RR0001,2021-12-31,25,102250,Y,N,,N,N,N
119002228RR0001,2021-12-31,25,725716,Y,Y,341054,N,N,N
872056742RR0001,2021-12-31,25,164602,Y,N,,Y,N,N
809617293RR0001,2021-12-31,25,11803,N,,,,Y,
829413046RR0001,2021-12-31,25,9562,N,N,,N,Y,N
132410671RR0458,2021-12-31,25,,N,N,,N,N,N
852083682RR0001,2021-12-31,24,68249,Y,N,,N,N,N
839475878RR0001,2021-12-31,25,948391,Y,N,,N,N,N
132202755RR0001,2021-12-31,25,10967811,Y,N,,N,N,N
886548999RR0001,2021-12-31,25,8950,Y,N,,N,N,N
803435395RR0001,2021-12-31,25,2601,N,N,,N,Y,N
854106689RR0001,2021-12-31,25,20347,N,N,,N,N,N
828528836RR0001,2021-12-31,25,33976,N,N,,N,Y,N
107622037RR0001,2021-12-31,25,,Y,N,,N,N,N
842146086RR0001,2021-12-31,25,,Y,N,,N,N,N
106913502RR0001,2021-12-31,25,324938,N,N,,Y,N,N
743769895RR0001,2021-12-31,25,163512,N,N,,N,Y,N
118850106RR0001,2021-12-31,25,839513,Y,N,,N,Y,N
827911819RR0001,2021-12-31,25,199338,Y,N,,N,Y,N
862738093RR0001,2021-12-31,25,,N,N,,N,N,N
883414328RR0001,2021-12-31,25,400,Y,N,,N,N,N
783861529RR0001,2021-12-31,23,,Y,,,,,
845676964RR0001,2021-12-31,25,92800,Y,N,,N,N,N
889611596RR0001,2021-12-31,25,96880,Y,N,,N,N,N
119720522RR0001,2021-12-31,25,116161,Y,N,,N,Y,N
886490994RR0001,2021-12-31,25,550968,Y,N,,N,N,N
107373839RR0001,2021-12-31,25,,Y,N,,N,N,N
107835506RR0001,2021-12-31,25,1275,Y,N,,N,Y,N
890470362RR0001,2021-12-31,25,25894,Y,N,,N,N,N
868913575RR0001,2021-12-31,25,14994,Y,N,,Y,N,N
825579428RR0001,2021-12-31,25,,N,N,,N,N,N
107503773RR0001,2021-12-31,25,56686,Y,N,,N,N,N
851526012RR0001,2021-12-31,25,930938,Y,N,,N,N,Y
835080904RR0001,2021-12-31,25,5905,N,N,,N,N,N
895815512RR0001,2021-12-31,25,5793,Y,N,,N,N,N
876795675RR0001,2021-12-31,25,,N,N,,N,N,N
884515750RR0001,2021-12-31,25,,N,N,,N,N,N
118832120RR0001,2021-12-31,25,,N,N,,N,N,N
860627272RR0001,2021-12-31,25,,Y,N,,N,N,N
131273252RR0001,2021-12-31,25,32281,N,N,,Y,N,N
844902825RR0001,2021-12-31,25,,Y,N,,N,N,N
892857087RR0001,2021-12-31,25,,Y,N,,N,N,N
893481283RR0001,2021-12-31,25,,N,N,,N,N,N
106788813RR0001,2021-12-31,25,26583,Y,N,,N,N,N
808659999RR0001,2021-12-31,25,6638,Y,N,,N,Y,N
893243576RR0001,2021-12-31,25,86577,Y,N,,N,Y,N
802049510RR0001,2021-12-31,25,18700,Y,N,,N,N,N
810042697RR0001,2021-12-31,25,294899,Y,N,,N,Y,N
141055913RR0001,2021-12-31,25,,Y,N,,Y,N,N
810424127RR0001,2021-12-31,25,5000,Y,N,,N,N,N
862572922RR0001,2021-12-31,25,39400,N,N,,N,N,N
875378226RR0001,2021-12-31,25,,Y,N,,N,N,N
890623929RR0001,2021-12-31,25,3000,N,N,,N,Y,N
859619298RR0001,2021-12-31,25,29925,N,N,,N,Y,N
132238585RR0001,2021-12-31,25,61294,Y,N,,Y,N,N
812543676RR0001,2021-12-31,25,27452,Y,N,,N,Y,N
867842395RR0001,2021-12-31,25,3336,N,N,,N,Y,N
823047014RR0001,2021-12-31,25,,N,N,,Y,Y,N
829362805RR0001,2021-12-31,25,,Y,N,,N,Y,Y
809953839RR0001,2021-12-31,25,14021,N,N,,N,N,N
891346041RR0001,2021-12-31,25,1340220,Y,Y,1424848,Y,N,N
118838234RR0001,2021-12-31,25,3406422,Y,Y,1997082,N,N,N
118989839RR0001,2021-12-31,25,421998,Y,N,,N,N,N
873878771RR0001,2021-12-31,25,38054,Y,N,,N,N,N
119025450RR0001,2021-12-31,25,16945,N,N,,N,N,N
852246982RR0001,2021-12-31,25,1491258,Y,N,,N,Y,N
106866106RR0001,2021-12-31,25,42459,N,N,,N,N,N
134317361RR0001,2021-12-31,25,68270,Y,N,,N,N,N
897470217RR0001,2021-12-31,25,4392,N,N,,N,N,N
818791212RR0001,2021-12-31,25,37948,N,N,,N,Y,N
118868728RR0001,2021-12-31,25,560799,Y,N,,N,N,N
118895432RR0001,2021-12-31,25,6413,N,N,,N,N,N
801589532RR0001,2021-12-31,25,105000,Y,N,,N,N,N
856346804RR0001,2021-12-31,25,1000,N,N,,N,N,N
860424530RR0001,2021-12-31,25,177998,N,N,,Y,Y,N
106864242RR0012,2021-12-31,25,2000,N,N,,N,Y,N
832919260RR0001,2021-12-31,25,665503,N,N,,N,Y,N
795406479RR0001,2021-12-31,25,134470,N,N,,N,Y,N
827493610RR0001,2021-12-31,25,40147,Y,N,,N,N,N
872714514RR0001,2021-12-31,25,772363,Y,N,,N,N,N
854264926RR0001,2021-12-31,25,,N,N,,N,Y,N
884936212RR0001,2021-12-31,25,,,N,,N,N,N
890325525RR0001,2021-12-31,25,1256,N,N,,Y,N,N
809647159RR0001,2021-12-31,25,,Y,N,,N,Y,N
118947951RR0001,2021-12-31,25,2135,Y,N,,N,N,N
861483428RR0001,2021-12-31,25,5814,N,N,,N,Y,Y
107606139RR0001,2021-12-31,25,153795,Y,N,,N,N,N
889212577RR0001,2021-12-31,25,23217,N,N,,N,Y,N
119022150RR0001,2021-12-31,25,21401,Y,N,,Y,N,N
858057987RR0001,2021-12-31,25,439584,Y,N,,N,Y,N
763557675RR0001,2021-12-31,25,278086,N,N,,Y,N,N
817932858RR0001,2021-12-31,25,14625,N,N,,N,N,N
842157471RR0001,2021-12-31,25,48551,Y,N,,,Y,N
839592755RR0001,2021-12-31,25,210636,Y,N,,N,Y,N
819987140RR0001,2021-12-31,25,90153,N,N,,Y,Y,N
891057796RR0001,2021-12-31,25,98499,Y,N,,N,Y,N
141440875RR0001,2021-12-31,25,599400,N,N,,N,Y,N
801181488RR0001,2021-12-31,25,26429,N,N,,N,Y,N
141371344RR0001,2021-12-31,25,,Y,N,,N,N,N
890437171RR0001,2021-12-31,25,280357,Y,N,,N,N,N
824053813RR0001,2021-12-31,25,0,Y,N,,N,N,N
131770257RR0001,2021-12-31,25,1400,N,N,,N,N,N
132441999RR0001,2021-12-31,25,9820,Y,N,,N,N,N
800654857RR0001,2021-12-31,25,,Y,N,,N,N,
821292547RR0001,2021-12-31,25,44681,N,N,,N,Y,N
119119691RR0001,2021-12-31,25,630,Y,N,,N,N,N
118942606RR0001,2021-12-31,25,4000,Y,N,,N,N,N
846964039RR0001,2021-12-31,25,3072,N,N,,Y,Y,N
814213674RR0001,2021-10-31,25,49950,N,N,,N,Y,N
131952376RR0003,2021-12-31,25,224520,Y,N,,N,Y,N
865290704RR0001,2021-12-31,23,22276,N,N,,N,Y,N
118846898RR0001,2021-12-31,25,16229,Y,N,,N,N,N
760890731RR0001,2021-12-31,25,313375,Y,N,,N,Y,N
868875147RR0001,2021-12-31,25,,Y,N,,N,N,N
832849947RR0001,2021-12-31,25,6431,N,N,,N,N,
887765063RR0001,2021-12-31,25,49980,N,N,,N,Y,N
118932367RR0001,2021-12-31,25,39837,Y,N,,N,N,
835699422RR0001,2021-12-31,25,3000,Y,N,,N,N,N
717285290RR0001,2021-12-31,25,18369,Y,N,,N,Y,N
107988503RR0001,2021-12-31,25,383501,Y,N,,N,Y,N
119276244RR0001,2021-12-31,25,7570,Y,N,,N,N,N
892291501RR0001,2021-12-31,25,13405,Y,N,,N,Y,N
855944245RR0001,2021-12-31,25,,Y,N,,N,N,N
119152437RR0001,2021-12-31,25,4575,Y,N,,N,N,
118966332RR0001,2021-12-31,25,15612468,Y,N,,N,N,N
108102435RR0003,2021-12-31,25,3375782,Y,Y,753872,Y,N,N
849940028RR0001,2021-12-31,25,1680,Y,N,,N,N,Y
106897689RR0001,2021-12-31,25,37848,N,N,,N,N,N
106843436RR0001,2021-12-31,25,4378052,Y,N,,Y,Y,N
803979277RR0001,2021-12-31,25,147,N,N,,N,Y,N
879517712RR0001,2021-12-31,25,4329343,Y,N,,N,Y,N
870122504RR0001,2021-12-31,25,5000,N,N,,N,Y,N
816420228RR0001,2021-12-31,25,3317333,Y,N,,N,N,N
861832947RR0001,2021-12-31,25,19775,Y,N,,N,N,Y
849907365RR0001,2021-12-31,25,10000,N,N,,N,N,N
838274215RR0001,2021-12-31,25,50000,Y,,,,,
119117943RR0001,2021-12-31,25,4500,N,N,,N,Y,N
833091879RR0001,2021-12-31,25,15000,Y,N,,N,N,N
838619179RR0001,2021-12-31,25,416813,Y,N,,N,N,N
892342429RR0001,2021-12-31,23,160447,Y,N,,N,Y,N
107535023RR0001,2021-12-31,25,315500,Y,N,,N,N,N
834140097RR0001,2021-12-31,25,,N,N,,N,N,N
894327816RR0001,2021-12-31,25,,N,N,,N,N,N
866931876RR0001,2021-12-31,25,278600,Y,N,,N,N,N
864940291RR0001,2021-12-31,25,4053,N,N,,N,Y,N
772786661RR0001,2021-12-31,25,25217,N,N,,N,N,N
118966381RR0001,2021-12-31,25,84000,Y,N,,N,N,N
107570327RR0001,2021-12-31,25,69636,Y,N,,N,Y,N
119235620RR0001,2021-12-31,25,41871,Y,N,,N,N,N
119176634RR0001,2021-12-31,25,,N,N,,N,Y,N
826344632RR0001,2021-12-31,25,869423,Y,N,,N,N,N
858117005RR0001,2021-12-31,25,582195,Y,N,,Y,N,N
106829690RR0001,2021-12-31,25,658475,Y,N,,N,N,N
118824168RR0001,2021-12-31,25,63832,Y,N,,N,N,N
856050257RR0001,2021-12-31,25,7250,Y,N,,N,N,N
827894411RR0001,2021-12-31,25,76216,N,N,,N,Y,N
888453842RR0001,2021-12-31,25,32100,N,N,,N,N,N
806475968RR0001,2021-12-31,25,,N,N,,N,Y,N
108037227RR0001,2021-12-31,24,21667,Y,N,,N,N,Y
893987263RR0001,2021-12-31,25,7100,N,N,,N,N,N
129713988RR0001,2021-12-31,25,57445,Y,N,,N,Y,N
129179388RR0001,2021-12-31,25,5520,N,N,,Y,Y,N
787660729RR0001,2021-12-31,25,,Y,N,,N,N,N
891475972RR0001,2021-12-31,25,5358,N,N,,N,Y,N
872722368RR0001,2021-12-31,25,98854,N,N,,N,Y,Y
862008604RR0001,2021-12-31,25,94600,N,N,,N,N,
840294557RR0001,2021-12-31,25,49120,Y,N,,N,N,N
108082835RR0001,2021-12-31,24,388659,Y,N,,Y,N,N
886824606RR0001,2021-12-31,25,1424,N,N,,Y,N,N
893468017RR0001,2021-12-31,25,30400,Y,N,,N,N,N
118900307RR0001,2021-12-31,25,107164,Y,N,,Y,N,N
119144038RR0001,2021-12-31,25,37155,Y,N,,N,N,N
841712847RR0001,2021-12-31,25,22556,N,N,,N,Y,N
119241636RR0001,2021-12-31,25,211591,Y,N,,N,N,N
108004227RR0001,2021-12-31,25,16670,Y,N,,N,Y,N
827139999RR0001,2021-12-31,25,,Y,N,,N,Y,N
119069847RR0001,2021-12-31,25,904198,N,Y,78500,Y,N,N
841053804RR0001,2021-12-31,25,6381,Y,N,,N,N,N
129468468RR0001,2021-12-31,25,7878,Y,N,,N,N,N
834901050RR0001,2021-12-31,25,15000,N,,,,,
857269971RR0001,2021-12-31,25,3501713,Y,N,,N,N,N
133711705RR0001,2021-12-31,25,1846,N,N,,Y,Y,N
842032252RR0001,2021-12-31,25,,Y,N,,N,Y,N
838616753RR0001,2021-12-31,25,143706,N,N,,N,Y,N
887001485RR0001,2021-12-31,25,,N,N,,Y,Y,N
877233122RR0001,2021-12-31,25,21985,Y,N,,N,N,N
841527104RR0001,2021-12-31,25,183398,Y,N,,N,N,N
744029711RR0001,2021-12-31,25,,Y,N,,N,Y,N
758451074RR0001,2021-12-31,25,6050,N,N,,N,N,N
891326084RR0001,2021-12-31,25,1417317,Y,N,,N,N,N
847805652RR0001,2021-12-31,25,13626,N,N,,N,Y,N
872760897RR0001,2021-12-31,25,,N,N,,N,N,N
892067570RR0001,2021-12-31,25,183704,N,N,,N,N,N
891779175RR0001,2021-12-31,25,1077531,Y,N,,N,N,N
107770703RR0001,2021-12-31,25,9000,Y,N,,N,N,N
891228280RR0001,2021-12-31,25,1571689,Y,N,,Y,Y,N
800228314RR0001,2021-12-31,25,315979,,N,,N,Y,N
853586873RR0001,2021-12-31,25,625,Y,N,,N,N,N
118972561RR0001,2021-12-31,25,58797,N,N,,N,N,
818604001RR0001,2021-12-31,25,17125,Y,N,,N,Y,N
837270370RR0001,2021-12-31,25,88040,N,N,,N,Y,N
106832603RR0001,2021-12-31,25,22071,Y,,,,,
890273790RR0001,2021-12-31,25,5000,N,N,,N,Y,N
132174178RR0001,2021-12-31,25,47580,N,N,,N,N,N
819511882RR0001,2021-12-31,25,10008,Y,N,,N,N,N
850007998RR0001,2021-12-31,25,371981,Y,N,,Y,Y,N
801885260RR0001,2021-12-31,25,79507,N,N,,N,N,N
846984961RR0001,2021-12-31,25,93098,Y,N,,N,Y,N
889365813RR0001,2021-12-31,25,25045,N,N,,N,N,N
869310201RR0001,2021-12-31,25,948589,Y,N,,N,Y,N
119208486RR0001,2021-12-31,25,,Y,,,,,
871653747RR0001,2021-12-31,25,16367,Y,N,,N,N,N
889170460RR0001,2021-12-31,25,,Y,,,,,
841110828RR0001,2021-12-31,25,28075,Y,N,,N,N,N
844412056RR0001,2021-12-31,25,80000,Y,N,,N,N,N
132883398RR0001,2021-12-31,25,178195,N,N,,N,Y,N
887403194RR0001,2021-12-31,25,522840,Y,N,,Y,Y,N
817446859RR0001,2021-12-31,25,15276,N,N,,Y,N,N
825338957RR0001,2021-12-31,25,43965,N,N,,N,N,N
118832823RR0001,2021-12-31,25,36129,Y,N,,N,N,N
108191636RR0001,2021-12-31,25,,Y,N,,N,N,N
118786433RR0001,2021-12-31,25,73764,Y,N,,N,N,N
888058229RR0001,2021-12-31,25,10000,Y,N,,N,Y,N
107785610RR0001,2021-12-31,25,9000,Y,N,,N,N,N
781108287RR0001,2021-12-31,25,,N,N,,N,N,N
106842578RR0001,2021-12-31,25,282038,Y,N,,N,N,N
802094458RR0001,2021-12-31,25,,Y,N,,N,N,N
749887691RR0001,2021-12-31,25,396760,Y,N,,N,N,N
119186161RR0001,2021-12-31,25,,N,N,,N,N,N
863333118RR0001,2021-12-31,25,168503,Y,N,,N,N,N
870517703RR0001,2021-12-31,25,300000,Y,N,,N,N,N
133444117RR0001,2021-12-31,25,,Y,N,,N,N,N
862675113RR0001,2021-12-31,25,13681,N,N,,N,N,N
119005460RR0001,2021-12-31,25,58850,Y,N,,N,Y,N
119034601RR0001,2021-12-31,25,1112,N,N,,N,Y,N
107437352RR0001,2021-12-31,25,27363,Y,N,,Y,Y,N
121938005RR0001,2021-12-31,25,5891,N,N,,N,N,N
746232917RR0001,2021-12-31,25,45774,N,N,,N,N,N
119043891RR0001,2021-12-31,25,6007243,Y,N,,Y,Y,N
804212421RR0001,2021-12-31,25,125350,Y,N,,N,N,N
106811557RR0001,2021-12-31,25,80,Y,N,,N,N,N
810198374RR0001,2021-12-31,25,34698,Y,N,,N,Y,N
813205077RR0001,2021-12-31,25,139005,Y,N,,N,N,N
810956565RR0001,2021-12-31,25,4033858,Y,N,,N,N,N
107724981RR0001,2021-12-31,25,8775,Y,N,,N,Y,N
118886639RR0001,2021-12-31,25,94276,N,N,,N,N,N
119017606RR0001,2021-12-31,25,,N,N,,N,N,N
859634842RR0001,2021-12-31,25,,N,N,,N,Y,N
119155745RR0001,2021-12-31,25,,N,N,,N,N,N
854878808RR0001,2021-12-31,25,1500,Y,N,,N,N,N
870955630RR0001,2021-12-31,25,270517,Y,N,,N,N,N
866045602RR0001,2021-12-31,25,166405,Y,N,,N,N,N
891740847RR0001,2021-12-31,25,,Y,N,,N,N,N
118824481RR0001,2021-12-31,25,,N,N,,N,N,N
890117021RR0001,2021-12-31,25,160858,N,N,,N,Y,N
888565595RR0001,2021-12-31,25,190728,Y,N,,Y,Y,N
862048758RR0001,2021-12-31,25,971551,Y,N,,Y,Y,Y
816384291RR0001,2021-12-31,25,225675,N,N,,Y,Y,N
855526026RR0001,2021-12-31,25,7005,N,N,,N,N,N
845676568RR0001,2021-12-31,25,9100,N,N,,N,Y,N
852516962RR0001,2021-12-31,25,505662,Y,N,,N,Y,N
107286619RR0001,2021-12-31,25,24830,N,N,,Y,N,N
848314225RR0001,2021-12-31,25,891313,Y,N,,Y,Y,N
835806936RR0001,2021-12-31,25,,Y,N,,N,N,N
889130845RR0001,2021-12-31,25,36874,Y,N,,N,N,N
851288233RR0001,2021-12-31,25,2962,Y,N,,N,Y,Y
119143857RR0001,2021-12-31,25,4974,N,N,,N,N,N
844191494RR0001,2021-12-31,25,,Y,N,,N,N,N
805854908RR0001,2021-12-31,25,1738955,Y,N,,N,Y,N
118861988RR0001,2021-12-31,23,,Y,N,,N,N,N
119289015RR0001,2021-12-31,25,29961,Y,N,,N,N,N
788085892RR0001,2021-12-31,25,1190243,Y,N,,N,N,N
838255180RR0001,2021-12-31,25,382261,Y,N,,N,N,N
702654120RR0001,2021-12-31,25,,Y,N,,N,N,N
118883867RR0001,2021-12-31,25,18662,Y,N,,N,N,N
118948306RR0001,2021-12-31,25,1000,Y,N,,N,N,N
118943232RR0001,2021-12-31,25,,Y,N,,Y,N,N
137023685RR0001,2021-12-31,25,145748,Y,N,,N,N,N
119229466RR0001,2021-12-31,25,18211681,N,N,,N,N,N
129539953RR0001,2021-12-31,25,2399579,Y,N,,Y,Y,N
850105537RR0001,2021-12-31,25,61265,N,N,,N,Y,N
865923908RR0001,2021-12-31,25,891929,Y,N,,N,Y,N
779840875RR0001,2021-12-31,25,28810,Y,N,,N,N,N
107490146RR0001,2021-12-31,25,7341749,Y,Y,968864,Y,Y,Y
872987151RR0001,2021-12-31,25,49770,Y,N,,N,N,N
118834860RR0001,2021-12-31,25,,N,N,,N,N,N
859928483RR0001,2021-12-31,25,18649116,Y,N,,Y,Y,N
840032668RR0001,2021-12-31,25,33902,N,N,,N,Y,N
847834165RR0001,2021-12-31,25,6634,Y,Y,,N,Y,N
889540738RR0001,2021-12-31,25,27839,Y,N,,Y,N,N
890752348RR0001,2021-12-31,23,33902,Y,N,,N,Y,N
890416746RR0001,2021-12-31,25,7100,Y,N,,N,N,N
890603939RR0001,2021-12-31,25,115405,Y,N,,N,Y,N
815029145RR0001,2021-12-31,25,387590,Y,N,,N,N,N
800640062RR0001,2021-12-31,25,371738,Y,N,,N,N,N
810110585RR0001,2021-12-31,25,94902,Y,N,,N,N,N
854167053RR0001,2021-12-31,25,451770,N,N,,N,N,N
845019207RR0001,2021-12-31,25,82766,N,N,,Y,Y,N
108029729RR0001,2021-12-31,25,2095,Y,N,,N,N,N
844290304RR0001,2021-12-31,25,1009,Y,N,,N,N,N
827187774RR0001,2021-12-31,25,854672,Y,N,,Y,N,N
133424689RR0001,2021-12-31,25,100265,Y,N,,Y,Y,N
847437100RR0001,2021-12-31,25,2195,Y,,,,,
889304465RR0001,2021-12-31,25,26922,N,N,,N,N,N
141115964RR0001,2021-12-31,25,,N,N,,Y,Y,N
130498678RR0001,2021-12-31,25,2020,Y,N,,N,N,N
859096190RR0001,2021-12-31,25,,N,N,,N,,N
845611953RR0001,2021-12-31,23,42768,Y,N,,N,N,N
119206993RR0001,2021-12-31,25,24895,Y,N,,N,N,N
118898592RR0001,2021-12-31,25,6466,N,N,,N,Y,N
821102910RR0001,2021-12-31,25,7545,Y,,,,,
890141195RR0001,2021-12-31,25,23761,N,N,,N,Y,N
816601900RR0001,2021-12-31,25,33967,N,N,,N,Y,N
131712366RR0001,2021-12-31,25,136405,Y,N,,N,N,N
892901364RR0001,2021-12-31,25,116190,,,,,,
864981055RR0001,2021-12-31,25,,Y,N,,N,Y,N
889736567RR0001,2021-12-31,25,67654,N,N,,Y,Y,N
106836786RR0001,2021-12-31,25,122105,N,N,,Y,Y,N
134034164RR0001,2021-12-31,25,98035,Y,N,,N,N,N
