BN,FPE,Form ID,200,210,220,230,240,250,260
863530135RR0001,2021-03-31,25,659687,Y,N,,Y,N,N
888550845RR0001,2021-03-31,25,59748,N,N,,Y,N,N
888495249RR0001,2021-03-31,25,,N,N,,N,N,N
118972967RR0001,2021-03-31,25,45120,N,N,,N,N,N
825910813RR0001,2021-06-30,25,6000,N,N,,N,N,N
888835485RR0001,2021-08-31,25,22739,Y,N,,N,N,N
776734733RR0001,2021-08-31,25,6420,N,N,,N,N,N
107527038RR0001,2021-03-31,24,1651,Y,N,,N,N,N
896131778RR0001,2021-03-31,25,8000,N,N,,N,N,N
837390947RR0001,2021-03-31,25,131134,Y,N,,N,N,N
107659427RR0001,2021-03-31,25,5222,N,N,,Y,N,N
118849496RR0001,2021-03-31,25,1410926,Y,Y,1085499,Y,N,N
831612981RR0001,2021-03-31,25,0,N,,,,,
859248049RR0001,2021-03-31,25,437125,N,N,,Y,N,N
831836580RR0001,2021-03-31,25,7800,N,N,,N,Y,N
118841428RR0001,2021-03-31,25,1787774,Y,Y,703787,Y,Y,N
118887579RR0001,2021-03-31,25,223100,N,N,,Y,N,N
108161779RR0001,2021-03-31,25,4678995,Y,Y,2169137,Y,N,N
819755299RR0001,2021-03-31,25,124544,Y,N,,Y,N,N
875129611RR0001,2021-03-31,25,92914,Y,N,,Y,N,Y
851367359RR0001,2021-03-31,25,8200,N,N,,N,N,N
872105549RR0001,2021-03-31,25,285723,N,Y,102480,Y,Y,N
888081049RR0001,2021-03-31,25,7977011,N,Y,5349438,Y,N,N
859575904RR0001,2021-03-31,25,76694,N,N,,N,N,N
866765423RR0001,2021-03-31,25,68335,Y,N,,N,N,N
118963461RR0001,2021-03-31,25,2414629,Y,Y,2122664,Y,N,N
119048122RR0001,2021-03-31,25,996341,Y,N,,N,N,N
118784396RR0001,2021-03-31,25,28783,Y,N,,N,Y,N
118869452RR0001,2021-03-31,25,149041,Y,N,,N,N,N
141425223RR0001,2021-05-31,25,,Y,N,,N,N,N
893206375RR0001,2021-03-31,25,54074,N,N,,Y,Y,N
119028942RR0001,2021-03-31,25,,N,N,,N,N,N
118846542RR0001,2021-03-31,25,426964,Y,Y,175211,Y,Y,N
886093798RR0001,2021-03-31,25,118147,Y,N,,N,Y,N
808203822RR0001,2021-04-30,25,766807,Y,N,,Y,N,N
824213219RR0001,2021-04-30,25,13713402,Y,N,,Y,Y,Y
865047864RR0001,2021-03-31,25,10881,Y,,,,,
790828495RR0001,2021-05-31,25,5000,N,N,,N,Y,N
842065922RR0001,2021-03-31,25,129600,N,N,,N,N,N
823482310RR0001,2021-03-31,25,288442,N,N,,Y,Y,N
129475877RR0001,2021-03-31,25,6367132,N,Y,3224015,Y,Y,N
118974179RR0001,2021-03-31,25,2205854,Y,N,,N,N,N
899570063RR0001,2021-03-31,25,232007,N,N,,N,N,N
130684509RR0001,2021-06-30,25,8650,N,N,,N,N,N
119147734RR0001,2021-03-31,23,5000,Y,N,,N,N,N
871287223RR0001,2021-03-31,23,20000,N,N,,N,N,N
873837363RR0001,2021-03-31,25,,Y,,,,,
860807866RR0001,2021-03-31,25,,Y,N,,N,N,N
859171431RR0001,2021-07-31,25,143578,Y,N,,N,N,N
884282716RR0001,2021-04-30,25,376125,Y,N,,N,Y,N
898213376RR0001,2021-03-31,25,,N,N,,N,Y,N
897895496RR0001,2021-06-30,23,5000,N,N,,N,N,N
107954299RR0001,2021-05-31,25,34030,Y,N,,Y,N,N
119024313RR0001,2021-03-31,25,109240,Y,N,,Y,N,N
866531627RR0001,2021-04-30,25,126912,Y,N,,N,N,N
138795232RR0001,2021-03-31,25,162227,N,N,,Y,N,N
119075091RR0001,2021-03-31,25,15138206,Y,Y,13246820,Y,N,N
108161159RR0001,2021-04-30,25,563028,N,N,,N,N,N
865509947RR0001,2021-04-30,25,6550,Y,N,,N,N,
808862098RR0001,2021-03-31,25,208599,Y,N,,N,Y,N
888835592RR0001,2021-05-31,25,36619,N,N,,N,Y,N
851839233RR0001,2021-03-31,25,27319,Y,N,,Y,Y,N
133713966RR0001,2021-03-31,24,,Y,N,,N,N,N
832038228RR0001,2021-06-30,25,1849115,N,N,,Y,N,Y
856570361RR0001,2021-06-30,25,12000,Y,N,,N,Y,N
137871828RR0001,2021-03-31,25,2589,Y,N,,Y,N,N
827651209RR0001,2021-04-30,25,179679,Y,N,,Y,Y,N
839082385RR0001,2021-05-31,25,148276,N,N,,Y,Y,N
893572768RR0001,2021-06-30,25,70027,Y,N,,N,Y,N
816280531RR0001,2021-03-31,25,4000,Y,N,,N,Y,N
887251429RR0001,2021-03-31,25,6038286,Y,Y,4651503,Y,N,N
131806408RR0001,2021-06-30,25,92385,Y,N,,N,N,N
119155778RR0001,2021-03-31,25,183826,Y,N,,N,Y,N
834775967RR0001,2021-06-30,25,3022825,Y,N,,N,N,N
118838937RR0001,2021-04-30,25,1837219,N,N,,Y,N,N
106918485RR0001,2021-06-30,25,750,N,N,,N,Y,N
119238475RR0001,2021-03-31,24,62152,Y,Y,383874,N,N,N
872450150RR0001,2021-06-30,25,59406,N,N,,N,N,N
106863061RR0001,2021-04-30,25,3497938,Y,N,,N,N,Y
880835251RR0001,2021-06-30,25,1900,N,N,,N,Y,Y
130568371RR0001,2021-03-31,25,40400,Y,N,,Y,N,N
830437265RR0001,2021-07-31,25,52194,Y,N,,N,Y,N
828373712RR0001,2021-06-30,25,37989,N,N,,N,Y,N
129915153RR0001,2021-03-31,25,13269,Y,N,,Y,N,N
131168874RR0001,2021-06-30,25,27500,Y,N,,N,N,N
846775559RR0001,2021-05-31,25,5191095,Y,N,,Y,Y,N
888370731RR0001,2021-05-31,25,1010,Y,N,,Y,N,N
852010065RR0001,2021-08-31,25,,Y,N,,N,Y,N
107969644RR0001,2021-06-30,25,7230,N,N,,N,Y,N
858860562RR0001,2021-06-30,25,825,N,N,,N,N,N
761716315RR0001,2021-06-30,25,194,N,N,,N,Y,N
867502965RR0001,2021-03-31,25,,Y,N,,N,N,N
118888783RR0001,2021-06-30,25,113917,Y,N,,N,Y,N
119035988RR0001,2021-04-30,25,5600000,Y,N,,Y,Y,Y
108163908RR0001,2021-04-30,25,2500,Y,N,,N,Y,N
831030705RR0001,2021-03-31,25,488,N,N,,N,Y,N
870737707RR0001,2021-04-30,25,2412,Y,N,,N,N,N
818401077RR0001,2021-03-31,25,2167,N,N,,N,N,N
882588619RR0001,2021-05-31,25,3363367,Y,N,,N,N,Y
801126822RR0001,2021-06-30,25,25226,Y,N,,N,N,N
119032357RR0001,2021-04-30,25,731499,Y,N,,Y,Y,N
118832732RR0001,2021-02-28,25,286875,Y,,,,,
801781659RR0001,2021-06-30,25,,Y,N,,N,N,N
728631524RR0001,2021-06-30,25,4000,N,N,,N,Y,N
845089325RR0001,2021-06-30,25,209376,Y,N,,N,Y,N
895155208RR0001,2021-07-31,23,,Y,N,,N,N,N
130089980RR0001,2021-03-31,25,1068862,N,Y,985337,Y,Y,N
108142001RR0001,2021-04-30,25,558187,N,N,,Y,N,N
827498734RR0001,2021-06-30,25,5839,Y,N,,N,N,N
119026581RR0001,2021-06-30,25,900,Y,N,,N,N,N
839314473RR0001,2021-07-31,25,,N,N,,N,Y,N
119066777RR0001,2021-07-31,25,2400,Y,N,,N,N,N
107784829RR0001,2021-06-30,25,17059,Y,N,,Y,Y,N
119125201RR0001,2021-06-30,25,3818,N,N,,N,N,N
119091429RR0001,2021-04-30,25,46299,N,N,,N,Y,N
107802555RR0001,2021-04-30,25,10552,Y,N,,N,N,N
892270232RR0001,2021-07-31,25,588061,Y,N,,N,Y,N
103309431RR0001,2021-06-30,25,,N,N,,N,N,N
845413145RR0001,2021-06-30,25,52019,N,N,,Y,Y,N
893198150RR0001,2021-06-30,25,205656,Y,N,,Y,N,N
107443509RR0001,2021-08-31,25,4426,Y,N,,N,N,N
119124493RR0001,2021-06-30,25,11780,Y,N,,N,N,N
892470964RR0001,2021-04-30,25,23549,Y,N,,N,Y,N
118946706RR0001,2021-06-30,25,507320,Y,N,,Y,Y,N
108162124RR0001,2021-04-30,25,982791,N,N,,Y,N,N
108216714RR0001,2021-04-30,25,500,N,N,,Y,N,N
891001091RR0001,2021-04-30,25,101436,Y,N,,Y,N,N
132258948RR0001,2021-03-31,25,29479,N,N,,N,N,N
130533094RR0001,2021-06-30,25,218500,N,N,,N,N,N
804660017RR0001,2021-04-30,25,13285,N,N,,N,N,N
132144908RR0001,2021-06-30,23,202139,Y,N,,N,N,N
801745274RR0001,2021-02-28,25,256774,Y,N,,N,N,N
118828243RR0001,2021-04-30,25,4570,N,N,,N,N,N
801966334RR0001,2021-04-30,25,13210298,Y,N,,N,N,N
889835195RR0001,2021-07-31,25,18757,Y,N,,N,Y,N
871685145RR0002,2021-06-30,25,,N,N,,N,N,N
108222084RR0001,2021-08-31,25,7053722,Y,N,,N,N,N
119260685RR0001,2021-04-30,25,1408294,Y,Y,523542,Y,N,N
106966591RR0001,2021-04-30,25,46670,Y,N,,Y,N,N
130594492RR0001,2021-03-31,25,9053373,Y,N,,Y,Y,N
779745074RR0001,2021-03-31,25,0,N,N,,N,N,N
107278905RR0001,2021-04-30,25,1381084,N,N,,Y,N,N
855049169RR0001,2021-05-31,25,6325,N,N,,N,Y,N
802174516RR0001,2021-08-31,25,368685,Y,N,,N,N,N
118929314RR0001,2021-04-30,25,558784,Y,N,,N,N,N
841856776RR0001,2021-04-30,25,40324,Y,N,,N,Y,N
874979305RR0001,2021-07-31,24,35855,Y,N,,N,N,N
108162280RR0001,2021-04-30,25,3019,N,N,,Y,N,N
851599860RR0001,2021-06-30,25,135000,Y,N,,N,N,N
130650732RR0001,2021-06-30,25,115699,N,N,,Y,N,N
844019422RR0001,2021-07-31,25,,Y,N,,Y,N,N
882772866RR0001,2021-03-31,25,40050,Y,N,,N,Y,N
118807569RR0001,2021-04-30,25,16000,Y,N,,N,N,N
119128981RR0001,2021-04-30,25,2096200,N,Y,188204,Y,N,N
107868705RR0001,2021-04-30,25,7388339,Y,N,,Y,N,N
108161829RR0001,2021-04-30,25,102600,Y,N,,N,N,N
828039545RR0001,2021-04-30,25,24912,Y,N,,N,N,N
850060757RR0001,2021-09-30,25,1365,N,N,,Y,N,N
857322044RR0001,2021-05-31,25,5549,N,N,,N,N,N
856725825RR0001,2021-03-31,25,,Y,N,,N,Y,N
809721426RR0001,2021-01-31,25,11325,N,N,,N,Y,N
850543448RR0001,2021-04-30,25,19178,N,N,,Y,N,N
119130383RR0001,2021-04-30,25,84122,Y,Y,71044,Y,Y,N
847602059RR0001,2021-07-31,25,7512,N,N,,N,Y,N
108197120RR0001,2021-04-30,25,,Y,N,,N,N,N
884913518RR0001,2021-06-30,25,23599,Y,N,,N,N,N
894181973RR0001,2021-06-30,25,16624,Y,N,,N,Y,N
888894052RR0001,2021-06-30,25,20150,Y,N,,N,N,N
108162587RR0001,2021-04-30,25,884365,Y,Y,49234,Y,Y,N
108162330RR0001,2021-04-30,25,9202359,Y,N,,Y,N,N
118819531RR0001,2021-04-30,25,127012,N,N,,Y,N,N
891963647RR0001,2021-04-30,25,6897,Y,N,,N,N,N
869009027RR0001,2021-02-28,25,430026,N,Y,430026,N,N,N
825089022RR0001,2021-06-30,25,61101,Y,N,,N,Y,N
721282325RR0001,2021-06-30,25,19322,N,N,,N,Y,N
108160995RR0001,2021-04-30,25,,N,Y,3501229,N,N,N
121943716RR0001,2021-04-30,25,4033,N,N,,N,Y,N
119051944RR0001,2021-04-30,25,100000,Y,N,,N,N,N
846910958RR0001,2021-04-30,25,73505,N,N,,N,Y,N
119278950RR0001,2021-04-30,25,1775797,Y,Y,1828749,Y,N,N
118869882RR0001,2021-06-30,23,57519,N,N,,N,Y,N
119020493RR0001,2021-05-31,25,181386,N,N,,N,Y,N
881185896RR0001,2021-06-30,25,6,N,N,,N,N,Y
108161076RR0001,2021-04-30,24,110546,Y,Y,94960,Y,N,N
107585226RR0001,2021-04-30,25,914798,N,Y,19689,Y,N,N
710079484RR0001,2021-01-30,25,,N,N,,N,Y,Y
108160979RR0001,2021-04-30,25,277383,N,N,,N,N,N
119188027RR0001,2021-06-30,25,,N,,,,,
805107810RR0001,2021-03-31,24,17144,Y,N,,N,N,N
119094969RR0001,2021-03-31,25,160584,Y,N,,N,N,N
889683249RR0001,2021-06-30,25,3000,Y,N,,N,N,N
894555788RR0001,2021-04-30,25,128746,Y,N,,N,N,N
800868754RR0001,2021-04-30,25,48000,N,N,,Y,N,N
871959847RR0001,2021-06-30,25,34100,Y,N,,N,N,N
812538874RR0001,2021-03-19,25,,N,N,,N,Y,Y
846030815RR0001,2021-06-30,25,177184,N,N,,Y,Y,N
823095518RR0001,2021-04-30,25,1992,Y,N,,N,N,N
817698269RR0001,2021-06-30,25,25550,Y,N,,N,N,N
806405957RR0001,2021-03-31,25,127744,Y,N,,N,N,N
894452796RR0001,2021-05-31,25,1074019,Y,N,,Y,Y,N
139942130RR0001,2021-06-30,25,92438,Y,N,,Y,Y,N
855854972RR0001,2021-06-30,25,19820,Y,N,,N,Y,N
106926074RR0001,2021-04-30,25,,N,N,,Y,Y,N
898125463RR0001,2021-06-30,25,114179,Y,N,,N,N,N
824826358RR0001,2021-06-30,25,43360,N,N,,N,Y,N
869147785RR0001,2021-06-30,25,,N,N,,,,N
119268928RR0001,2021-04-30,25,307370,Y,N,,Y,N,N
856133343RR0001,2021-04-30,25,26573,N,N,,N,Y,N
802434100RR0001,2021-04-30,25,91099,Y,N,,N,Y,N
118892512RR0001,2021-04-30,25,418124,N,Y,271373,Y,N,N
889397576RR0001,2021-06-30,25,6080,Y,N,,,,
107409328RR0001,2021-07-31,25,64389,Y,N,,Y,Y,N
107761710RR0001,2021-04-30,25,7072,Y,N,,N,N,N
108083197RR0001,2021-06-30,25,18832,N,N,,Y,N,N
119293223RR0001,2021-08-31,25,1450,N,N,,Y,Y,N
813604683RR0001,2021-04-30,24,12679,N,N,,Y,Y,N
846004802RR0001,2021-06-30,25,110850,Y,,,N,N,N
119276129RR0001,2021-04-30,25,2008001,Y,Y,1941471,N,N,N
820035137RR0001,2021-07-31,23,13304,N,N,,N,Y,N
118919539RR0001,2021-04-30,25,,N,N,,N,Y,N
119291292RR0001,2021-04-30,25,1440,Y,N,,N,N,N
836991000RR0001,2021-06-30,25,139123,N,N,,Y,Y,N
898315171RR0001,2021-06-30,25,137634,Y,N,,N,Y,N
888971462RR0001,2021-06-30,23,194754,N,N,,N,Y,N
108023516RR0001,2021-06-30,25,22300,N,N,,N,N,N
767996291RR0001,2021-05-31,25,,N,N,,N,Y,Y
862889755RR0001,2021-04-30,25,206388,Y,N,,Y,Y,N
118802529RR0001,2021-04-30,25,22542,N,N,,N,N,Y
889243648RR0001,2021-06-30,25,137,N,Y,137,Y,N,N
130025679RR0001,2021-06-30,24,33340,Y,N,,N,Y,N
106799349RR0001,2021-06-30,25,561070,Y,N,,Y,Y,N
136938149RR0001,2021-03-31,25,36173,Y,N,,N,N,N
837112630RR0001,2021-06-30,25,5132,,N,,N,N,N
892901760RR0001,2021-06-30,25,144288,N,N,,N,N,N
837496363RR0001,2021-08-31,25,1762,N,N,,N,Y,N
877901363RR0001,2021-06-30,25,,N,N,,N,N,N
118835230RR0001,2021-03-31,25,1259268,N,Y,287022,Y,N,N
858042872RR0001,2021-05-31,25,6572536,Y,N,,N,N,N
886642792RR0001,2021-06-30,25,40353,Y,N,,N,N,N
878865609RR0001,2021-08-31,25,56760,N,N,,N,N,N
890383946RR0001,2021-06-30,25,9250,N,N,,N,N,N
859127136RR0001,2021-03-31,25,36400,N,N,,N,N,N
875849192RR0001,2021-09-30,25,1076703,Y,N,,N,N,N
890764947RR0001,2021-04-30,25,10441,N,N,,N,N,N
723674495RR0001,2021-06-30,25,904881,Y,N,,N,N,N
106885585RR0001,2021-06-30,25,147376,N,N,,Y,Y,N
119304830RR0001,2021-09-30,25,617214,Y,N,,Y,N,N
868396474RR0001,2021-08-31,25,67558,Y,N,,N,N,N
831138714RR0001,2021-05-31,25,26570,N,N,,N,Y,N
118831965RR0001,2021-10-31,25,10040,Y,N,,N,N,N
107691065RR0001,2021-06-30,25,,,N,,N,N,N
118830793RR0001,2021-06-30,25,317925,Y,N,,Y,N,N
118836329RR0001,2021-06-30,25,105137,N,N,,N,N,N
101546588RR0001,2021-05-31,25,0,N,N,,N,N,N
867535544RR0001,2021-07-31,25,251600,Y,N,,N,N,N
832786610RR0001,2021-06-30,25,372555,Y,N,,N,N,N
107617250RR0002,2021-06-30,25,335548,N,,,,Y,
835234279RR0001,2021-06-30,25,26272,N,N,,N,Y,N
128024072RR0001,2021-06-30,25,,N,N,,N,Y,N
871627105RR0001,2021-06-30,25,20115,N,N,,N,N,N
890581945RR0001,2021-06-30,25,2070,N,N,,N,Y,N
852984079RR0001,2021-05-31,25,1465,N,N,,N,Y,N
804663086RR0001,2021-04-30,25,1663,Y,N,,N,Y,N
119048049RR0001,2021-03-31,25,146349,Y,N,,Y,N,Y
133764027RR0001,2021-05-31,25,40336,Y,N,,Y,Y,N
757750898RR0001,2021-08-31,25,19042,Y,N,,N,N,N
131902785RR0001,2021-06-30,25,104959,Y,N,,Y,Y,N
130520802RR0001,2021-06-30,25,1170967,Y,N,,N,N,Y
862125077RR0001,2021-04-30,23,33500,Y,N,,N,N,N
884935818RR0001,2021-04-30,25,55000,Y,N,,N,N,N
119141943RR0001,2021-03-31,25,2367562,Y,N,,Y,Y,N
819192477RR0001,2021-05-31,25,,N,N,,Y,Y,N
119276665RR0001,2021-06-30,25,26300,N,N,,N,Y,N
136764883RR0001,2021-06-30,24,535158,N,N,,N,Y,Y
119065530RR0001,2021-06-30,24,189429,N,N,,N,N,N
118778463RR0001,2021-06-30,25,,N,N,,Y,N,N
107630873RR0001,2021-06-30,25,1636167,Y,N,,Y,Y,Y
140388281RR0001,2021-07-31,25,30674,Y,N,,N,N,N
700635493RR0001,2021-06-30,25,92844,N,N,,N,Y,Y
107511453RR0001,2021-06-30,25,88717,Y,N,,N,N,N
119017861RR0001,2021-06-30,25,,N,N,,N,Y,N
131499816RR0001,2021-03-31,25,,N,N,,N,N,N
833487796RR0001,2021-08-31,25,5680,N,N,,N,Y,N
132023003RR0001,2021-06-30,25,126551,Y,N,,N,N,N
845571298RR0001,2021-05-31,25,111273,N,N,,N,Y,N
892920562RR0001,2021-05-31,25,168281,Y,N,,N,N,N
872531900RR0001,2021-07-31,25,,Y,N,,N,N,N
887219525RR0001,2021-06-30,25,102014,Y,N,,N,Y,N
892417643RR0001,2021-06-30,25,,N,N,,N,N,N
856872817RR0001,2021-06-30,25,15000,Y,N,,N,Y,N
823951843RR0001,2021-05-31,25,19000,Y,N,,Y,Y,N
119151918RR0001,2021-06-30,25,822785,Y,N,,Y,Y,N
891687121RR0001,2021-07-31,25,26727,N,N,,N,Y,N
816009252RR0001,2021-08-31,25,255945,N,N,,N,Y,N
118823996RR0001,2021-08-31,25,,N,N,,N,N,N
870238904RR0001,2021-05-31,24,2485,Y,N,,N,N,N
895363125RR0001,2021-06-30,25,2500,N,N,,N,N,N
845378009RR0001,2021-06-30,25,255550,Y,Y,30950,N,N,N
873747828RR0001,2021-03-31,25,,N,N,,N,N,Y
855581195RR0001,2021-06-30,24,123258,Y,N,,N,Y,N
808363287RR0001,2021-05-31,25,3000,Y,N,,N,N,N
841583917RR0001,2021-09-30,25,41965,Y,N,,N,Y,N
729708313RR0001,2021-06-30,25,76906,N,N,,N,N,N
890134190RR0001,2021-07-31,25,6000,N,N,,N,N,N
119026193RR0001,2021-05-31,25,37500,Y,N,,N,N,N
856435904RR0001,2021-01-31,25,,Y,N,,N,N,N
119250355RR0001,2021-06-30,25,62590,Y,N,,N,Y,N
107395956RR0001,2021-06-30,25,2600,N,N,,N,N,N
890734148RR0001,2021-04-30,25,197856,Y,N,,Y,Y,N
118803568RR0001,2021-09-30,25,10382,Y,N,,N,N,N
863069761RR0001,2021-08-31,24,3135,N,N,,N,N,N
841663628RR0001,2021-06-30,25,355178,Y,N,,N,N,N
837757616RR0001,2021-05-31,25,11980,Y,N,,N,N,N
119125300RR0001,2021-06-30,25,3400,Y,N,,N,N,N
863607255RR0001,2021-06-30,25,10000,Y,N,,N,N,N
891018988RR0001,2021-08-31,24,7768,N,N,,N,Y,N
119301448RR0001,2021-06-30,25,55018,Y,N,,N,N,N
118778091RR0001,2021-05-31,25,1621605,N,Y,1621605,Y,N,N
815458344RR0001,2021-09-30,25,1282,,,,,,
118926732RR0001,2021-07-31,25,490614,Y,N,,N,N,N
815862008RR0001,2021-06-30,25,698484,N,N,,N,N,N
119115095RR0001,2021-06-30,25,94727,N,N,,N,N,N
876093709RR0001,2021-06-30,25,5796,N,N,,Y,N,N
107353922RR0001,2021-05-31,25,837999,Y,N,,Y,N,N
841044811RR0001,2021-05-31,24,360000,Y,N,,N,N,N
831172424RR0001,2021-06-30,25,,N,N,,N,Y,Y
118846575RR0001,2021-03-31,25,31134455,N,Y,20276402,Y,Y,N
800105553RR0001,2021-05-31,25,,Y,N,,N,Y,N
119208619RR0001,2021-06-30,25,75279,Y,N,,N,N,N
866201213RR0001,2021-07-31,25,,,N,,Y,N,N
808903280RR0001,2021-05-31,25,56684,N,N,,N,Y,N
824536726RR0001,2021-05-31,25,57334,Y,N,,N,Y,N
888043809RR0001,2021-03-31,25,10430593,N,Y,10430593,Y,Y,N
817006075RR0001,2021-05-31,25,,N,N,,N,N,Y
107691057RR0001,2021-06-30,25,21234193,Y,Y,19797840,Y,N,N
129759940RR0001,2021-06-30,25,1116494,Y,N,,N,N,N
888987500RR0001,2021-03-31,24,182754,Y,N,,Y,Y,N
861602126RR0001,2021-06-30,25,,N,N,,N,N,N
848974085RR0001,2021-06-30,25,17043,N,N,,N,Y,N
853412286RR0001,2021-05-31,25,,Y,N,,N,N,N
118831601RR0001,2021-06-30,25,29930,Y,N,,N,N,N
891538217RR0001,2021-09-30,23,39701,Y,N,,N,Y,N
749148896RR0001,2021-07-31,25,8427,N,N,,N,Y,N
119040558RR0001,2021-07-31,25,715000,Y,N,,N,N,N
137408209RR0001,2021-05-31,25,14624,N,N,,N,N,N
118832468RR0001,2021-05-31,25,,N,N,,N,N,N
871324240RR0001,2021-06-30,25,352229,N,N,,N,Y,N
883244428RR0001,2021-08-31,25,1333,N,N,,N,N,N
871265294RR0001,2021-05-31,25,24940,N,N,,N,Y,Y
864836499RR0001,2021-05-31,25,107358,Y,N,,N,Y,N
851997502RR0001,2021-06-30,25,,Y,N,,N,N,N
119011153RR0001,2021-09-30,25,5567,N,N,,N,Y,N
763137924RR0001,2021-06-30,24,,Y,N,,N,N,N
733400931RR0001,2021-06-01,25,200186,N,N,,Y,N,N
879427300RR0001,2021-05-31,25,53185,Y,N,,Y,N,N
888011715RR0001,2021-02-28,25,368460,N,N,,Y,Y,N
888527025RR0001,2021-05-31,25,354980,N,N,,N,Y,N
839887411RR0001,2021-06-30,25,212500,Y,N,,N,N,N
803071695RR0001,2021-09-30,25,37257,N,N,,N,N,N
886285196RR0001,2021-06-30,25,,Y,N,,N,N,N
808514657RR0001,2021-07-31,25,49151,Y,N,,N,N,N
874135502RR0001,2021-03-31,25,5448,N,N,,N,N,N
889780482RR0001,2021-05-31,24,,Y,N,,N,N,N
894585553RR0001,2021-06-30,25,76220,Y,N,,N,N,N
135773943RR0001,2021-05-31,25,620000,Y,N,,N,N,N
131801284RR0001,2021-06-30,25,300,N,N,,N,N,N
118904598RR0001,2021-06-30,25,47117,N,N,,N,N,Y
899672364RR0001,2021-07-31,25,258136,Y,N,,Y,Y,N
809741580RR0001,2021-06-30,25,100910,,N,,N,N,N
118958883RR0001,2021-06-30,25,494910,Y,N,,Y,N,N
131061889RR0001,2021-06-30,25,174382,Y,N,,N,N,N
857468623RR0001,2021-08-31,25,3100,N,N,,Y,Y,N
118974294RR0001,2021-05-31,24,53484687,Y,N,,N,N,N
130724941RR0001,2021-06-30,25,962759,N,N,,Y,Y,N
123465775RR0001,2021-05-31,25,2264,N,N,,Y,Y,N
130907819RR0001,2021-06-30,25,14461,Y,N,,N,N,N
870747664RR0001,2021-08-31,25,7759,Y,N,,N,N,N
129543302RR0001,2021-06-30,25,69740,Y,N,,Y,N,N
815616099RR0001,2021-04-30,25,274192,Y,N,,N,Y,N
119125714RR0001,2021-06-30,25,1095,Y,N,,N,Y,N
825882673RR0001,2021-05-31,25,9795,N,N,,N,Y,N
106883747RR0001,2021-06-30,25,,N,N,,Y,N,N
856980321RR0001,2021-05-31,25,394615,Y,N,,N,N,N
828639013RR0001,2021-08-31,25,3228,N,N,,N,Y,N
807556071RR0001,2021-05-31,25,1095968,Y,N,,N,Y,N
846418242RR0001,2021-05-31,25,103825,N,N,,Y,Y,N
134668508RR0001,2021-06-30,25,25486,N,N,,Y,N,N
873682868RR0001,2021-05-31,25,569770,N,N,,N,Y,N
119124980RR0001,2021-06-30,25,3650,Y,N,,N,N,N
119241537RR0001,2021-06-30,25,99303,Y,N,,N,N,N
893013961RR0001,2021-10-31,25,,N,N,,N,N,N
887737062RR0001,2021-06-30,25,,N,N,,N,N,N
834333445RR0001,2021-07-31,25,42986,Y,N,,N,N,N
119305423RR0001,2021-05-31,25,3563,N,N,,N,N,Y
840151807RR0001,2021-05-31,25,1815962,Y,N,,N,N,N
119080547RR0001,2021-08-31,25,5100,N,N,,N,N,N
828724138RR0001,2021-08-31,25,7789,Y,N,,N,Y,N
886610039RR0001,2021-03-31,25,90720,Y,N,,Y,N,N
885420737RR0001,2021-06-30,25,1011460,N,N,,N,Y,N
757621115RR0001,2021-06-30,25,30498,N,N,,Y,Y,N
824883003RR0001,2021-06-30,25,25926,Y,N,,N,N,N
119125680RR0001,2021-06-30,25,5920,Y,,,,,
108222191RR0001,2021-06-30,25,5832619,Y,Y,1883364,Y,N,N
827427063RR0001,2021-06-30,25,50122,N,N,,Y,Y,N
833439649RR0001,2021-05-31,25,794,Y,N,,N,N,Y
848589412RR0001,2021-06-30,25,1000,Y,N,,N,N,N
108082991RR0001,2021-05-31,25,3709987,N,N,,Y,Y,N
888288669RR0001,2021-05-31,25,89928,Y,N,,N,N,N
891307571RR0001,2021-06-30,25,19345,Y,N,,N,Y,N
890940448RR0001,2021-05-31,25,8952811,Y,N,,N,N,N
822468476RR0001,2021-06-30,25,1556337,N,Y,44779,Y,Y,N
118948603RR0001,2021-06-30,25,,N,N,,N,Y,N
844940924RR0001,2021-06-30,25,15647,Y,N,,N,N,N
118856749RR0001,2021-06-30,25,430058,N,N,,Y,Y,N
141076349RR0001,2021-08-31,25,6128,N,N,,N,Y,N
889369906RR0001,2021-06-30,25,6921,N,N,,N,N,N
118831635RR0001,2021-04-30,25,11820,Y,N,,N,N,N
136019122RR0001,2021-03-31,25,704025,Y,N,,N,N,N
129988002RR0001,2021-06-30,25,,Y,N,,N,N,N
878544204RR0001,2021-06-30,25,45239,N,N,,N,Y,N
805747003RR0001,2021-06-30,25,,Y,N,,N,N,N
877834903RR0001,2021-07-31,25,,N,N,,N,N,Y
119125417RR0001,2021-06-30,25,21480,N,N,,N,Y,N
824296552RR0001,2021-06-30,25,65364,Y,N,,Y,N,N
870604345RR0001,2021-06-30,25,,N,N,,N,N,N
862306834RR0001,2021-10-31,25,1380,N,N,,N,Y,N
119146413RR0001,2021-06-30,25,108000,Y,N,,N,N,N
107640385RR0001,2021-06-30,25,990000,Y,N,,N,N,N
118973999RR0001,2021-03-31,25,301935,Y,Y,301935,Y,Y,N
119005874RR0001,2021-06-30,25,720000,Y,N,,N,N,N
817874050RR0001,2021-09-30,25,16732,N,N,,N,N,N
764143293RR0001,2021-06-30,25,10600,Y,N,,N,Y,N
834359077RR0001,2021-08-31,25,231083,N,N,,Y,Y,N
